,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Grejanje,Sprat,Ukupna spratnost,Cena,Od centra
1592,Beograd,Palilula,Krnja?a,grge andrijanovica,Stan,54.0,2,EG,1,3,62000,3.452366244
1593,Beograd,Zvezdara,Mirijevo,grge jankesa,Stan,60.0,2,CG,2,9,54400,6.043436552
1594,Beograd,Zvezdara,Mirijevo,grge jankesa,Stan,60.0,2,CG,2,9,54400,6.043436552
1595,Beograd,Zvezdara,Mirijevo,grge jankesa,Stan,69.0,2.5,CG,1,6,75000,6.043436552
1596,Beograd,Vra?ar,Crveni krst,grcica milenka,Stan,70.0,2.5,CG,7,19,88000,3.02705896
1597,Beograd,Zvezdara,?eram pijaca,gajeva,Stan,80.0,3,CG,2,5,155000,2.573657014
1598,Beograd,Zvezdara,?eram pijaca,gajeva,Stan,69.0,3,CG,2,5,151800,2.573657014
1599,Beograd,Vra?ar,Crveni krst,gajeva,Stan,69.0,2,CG,PR,5,136000,2.573657014
1600,Beograd,Zvezdara,?eram pijaca,gajeva,Stan,72.0,3,CG,2,5,140000,2.573657014
1601,Beograd,Zvezdara,?eram pijaca,gajeva,Stan,69.0,2.5,CG,VPR,5,136000,2.573657014
1602,Beograd,Zvezdara,?eram pijaca,gajeva,Stan,69.0,3,CG,2,5,151800,2.573657014
1603,Beograd,Zvezdara,?eram pijaca,gajeva,Stan,107.0,4,CG,5,6,240000,2.573657014
1604,Beograd,Zvezdara,?eram pijaca,gajeva,Stan,107.0,4,CG,5,6,240000,2.573657014
1605,Beograd,Zvezdara,?eram pijaca,gajeva,Stan,72.0,3,CG,2,5,140000,2.573657014
1606,Beograd,Zvezdara,?eram pijaca,gajeva,Stan,69.0,2.5,EG,VPR,5,136000,2.573657014
1607,Beograd,Vra?ar,Crveni krst,gajeva,Stan,120.0,4,CG,5,5,330000,2.573657014
1608,Beograd,Vra?ar,Crveni krst,gajeva,Stan,69.0,2.5,CG,VPR,5,136000,2.573657014
1609,Beograd,Vra?ar,Crveni krst,gajeva,Stan,120.0,4,CG,5,5,330000,2.573657014
1610,Beograd,Vra?ar,Crveni krst,gajeva,Stan,69.0,2,CG,PR,5,136000,2.573657014
1611,Beograd,?ukarica,Bele vode,galipoljska,Stan,46.0,2,EG,2,5,49000,0.408147727
1612,Beograd,Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,113.0,4,CG,6,7,112000,6.1087224760000005
1613,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,75.0,3,CG,7,9,79900,6.1087224760000005
1614,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,69.0,2.5,CG,9,19,78900,6.1087224760000005
1615,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,43.0,1.5,CG,1,5,62000,6.1087224760000005
1616,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,74.0,3,CG,2,12,85000,6.1087224760000005
1617,Beograd,Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,66.0,2,CG,2,7,83000,6.1087224760000005
1618,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,50.0,1.5,CG,8,14,60000,6.1087224760000005
1619,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,81.0,3,CG,10,13,115000,6.1087224760000005
1620,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,81.0,3,CG,1,14,97000,6.1087224760000005
1621,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,37.0,1,CG,5,7,58000,6.1087224760000005
1622,Beograd,Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,113.0,4,CG,6,7,112000,6.1087224760000005
1623,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,150.0,5+,CG,14,14,135000,6.1087224760000005
1624,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,74.0,3,CG,2,12,85000,6.1087224760000005
1625,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,150.0,5+,CG,14,14,135000,6.1087224760000005
1626,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,75.0,2.5,CG,4,9,75000,6.1087224760000005
1627,Beograd,Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,113.0,4,CG,6,7,112000,6.1087224760000005
1628,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,81.0,3,CG,10,13,115000,6.1087224760000005
1629,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,75.0,2.5,CG,4,9,75000,6.1087224760000005
1630,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,76.0,3,CG,12,13,85000,6.1087224760000005
1631,Beograd,Novi Beograd,Blok 70 (kineski tržni centar),gandijeva,Stan,60.0,2,CG,4,4,68500,6.1087224760000005
1632,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,62.0,2,CG,1,6,73900,6.1087224760000005
1633,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,75.0,3,CG,7,9,79900,6.1087224760000005
1634,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,110.0,3,CG,6,12,122000,6.1087224760000005
1635,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,32.0,1,CG,3,5,54900,6.1087224760000005
1636,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,65.0,2,CG,VPR,10,72000,6.1087224760000005
1637,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,37.0,1,CG,5,7,58000,6.1087224760000005
1638,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,84.0,3,CG,12,20,77000,6.1087224760000005
1639,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,32.0,1,CG,3,5,55000,6.1087224760000005
1640,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,67.0,2.5,CG,6,6,69900,6.1087224760000005
1641,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,75.0,2.5,CG,4,9,75000,6.1087224760000005
1642,Beograd,Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,75.0,2.5,CG,PR,8,90000,6.1087224760000005
1643,Beograd,Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,66.0,2,CG,2,7,82000,6.1087224760000005
1644,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,59.0,2,CG,1,7,73900,6.1087224760000005
1645,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,91.0,4,CG,1,4,125000,6.1087224760000005
1646,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,32.0,1,CG,3,5,54900,6.1087224760000005
1647,Beograd,Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,66.0,2,CG,2,6,82000,6.1087224760000005
1648,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,92.0,3.5,CG,13,14,78000,6.1087224760000005
1649,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,69.0,2.5,CG,9,19,78900,6.1087224760000005
1650,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,76.0,3,CG,12,13,85000,6.1087224760000005
1651,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,61.0,2,CG,3,4,78500,6.1087224760000005
1652,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,43.0,1.5,CG,1,5,62000,6.1087224760000005
1653,Beograd,Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,74.0,2.5,CG,VPR,6,90000,6.1087224760000005
1654,Beograd,Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,66.0,2,CG,2,6,82000,6.1087224760000005
1655,Beograd,Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,113.0,4,CG,6,7,112000,6.1087224760000005
1656,Beograd,Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,113.0,4,CG,6,7,109900,6.1087224760000005
1657,Beograd,Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,66.0,2,CG,2,7,82000,6.1087224760000005
1658,Beograd,Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,75.0,2.5,CG,PR,8,90000,6.1087224760000005
1659,Beograd,Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,75.0,3.5,CG,VPR,7,94900,6.1087224760000005
1660,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,37.0,1,CG,5,6,58000,6.1087224760000005
1661,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,65.0,2,CG,VPR,10,72000,6.1087224760000005
1662,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,50.0,1.5,CG,8,14,60000,6.1087224760000005
1663,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,81.0,3,CG,1,14,97000,6.1087224760000005
1664,Beograd,Novi Beograd,Blok 70 (kineski tržni centar),gandijeva,Stan,105.0,3,CG,1,2,174900,6.1087224760000005
1665,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,110.0,3,CG,6,12,122000,6.1087224760000005
1666,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,37.0,1,CG,5,7,58000,6.1087224760000005
1667,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,69.0,2.5,CG,9,19,78900,6.1087224760000005
1668,Beograd,Novi Beograd,Blok 62,gandijeva,Stan,66.0,2,CG,13,18,65000,6.1087224760000005
1669,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,85.0,3,CG,5,7,88000,6.1087224760000005
1670,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,50.0,2,CG,4,9,77500,6.1087224760000005
1671,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,61.0,2,CG,3,4,78500,6.1087224760000005
1672,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,37.0,1,CG,5,7,58000,6.1087224760000005
1673,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,85.0,3,CG,5,7,88000,6.1087224760000005
1674,Beograd,Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,116.0,4,CG,6,6,155000,6.1087224760000005
1675,Beograd,Novi Beograd,Blok 64,gandijeva,Stan,75.0,2.5,CG,4,9,75000,6.1087224760000005
1676,Beograd,Zemun,Save Kova?evi?a,garibaldijeva,Stan,21.0,0.5,CG,5,5,28900,2.796605785
1677,Beograd,Zemun,Save Kova?evi?a,garibaldijeva,Stan,76.0,3,EG,2,3,102600,2.796605785
1678,Beograd,Voždovac,Lekino brdo,garibaldijeva,Stan,80.0,3,CG,1,3,105000,2.796605785
1679,Beograd,Voždovac,Lekino brdo,garibaldijeva,Stan,54.0,2,CG,2,3,95000,2.796605785
1680,Beograd,Voždovac,Lekino brdo,garibaldijeva,Stan,77.0,3,EG,1,3,111000,2.796605785
1681,Beograd,Zemun,Save Kova?evi?a,garibaldijeva,Stan,76.0,3,EG,2,3,102600,2.796605785
1682,Beograd,Palilula,Karaburma,garsije lorke,Stan,81.0,3,TA,VPR,5,88000,4.546165268
1683,Beograd,Palilula,Karaburma,garsije lorke,Stan,81.0,3,TA,VPR,5,88000,4.546165268
1684,Beograd,Vra?ar,Hram svetog Save,gastona gravijea,Stan,57.0,2.5,CG,1,3,89000,1.732384788
1685,Beograd,Vra?ar,Hram svetog Save,gastona gravijea,Stan,57.0,2.5,CG,1,3,89000,1.732384788
1686,Beograd,Savski venac,Ekonomski fakultet,gavrila principa,Stan,43.0,2,EG,1,2,78000,0.472314759
1687,Beograd,Savski venac,Ekonomski fakultet,gavrila principa,Stan,23.0,1,TA,PR,1,29000,0.472314759
1688,Beograd,Savski venac,Ekonomski fakultet,gavrila principa,Stan,23.0,1,TA,PR,1,29000,0.472314759
1689,Beograd,Savski venac,Gavrila Principa,gavrila principa,Stan,130.0,4,CG,4,7,117000,0.472314759
1690,Beograd,Savski venac,Gavrila Principa,gavrila principa,Stan,60.0,2,CG,1,3,85000,0.472314759
1691,Beograd,Savski venac,Centar,gavrila principa,Stan,62.0,2.5,CG,4,6,96000,0.472314759
1692,Beograd,Savski venac,Centar,gavrila principa,Stan,141.0,5,TA,3,4,190000,0.472314759
1693,Beograd,Savski venac,Centar,gavrila principa,Stan,141.0,5,TA,3,4,190000,0.472314759
1694,Beograd,Savski venac,Centar,gavrila principa,Stan,56.0,2,CG,1,6,86000,0.472314759
1695,Beograd,Savski venac,Gavrila Principa,gavrila principa,Stan,130.0,4,CG,4,7,117000,0.472314759
1696,Beograd,Savski venac,Ekonomski fakultet,gavrila principa,Stan,59.0,2.5,CG,1,7,87000,0.472314759
1697,Beograd,Palilula,Karaburma,generala aracica,Stan,25.0,0.5,TA,4,5,32000,3.01707148
1698,Beograd,Palilula,Bogoslovija,generala aracica,Stan,65.0,2.5,EG,3,4,55000,3.01707148
1699,Beograd,Vra?ar,Južni bulevar,generala horvatovica,Stan,58.0,2,CG,1,2,85000,2.926770727
1700,Beograd,Stari grad,Centar,generala lesjanina,Stan,189.0,5+,CG,1,2,539000,0.949725991
1701,Beograd,Stari grad,Centar,generala lesjanina,Stan,189.0,5+,CG,1,2,539000,0.949725991
1702,Beograd,Voždovac,Hotel M,generala rasica,Stan,47.0,2,EG,1,1,49000,1.840123291
1703,Beograd,Voždovac,Naselje Stepa Stepanovi?,generala vladimira kondica,Stan,84.0,3,CG,1,6,96600,5.728096407000001
1704,Beograd,Voždovac,Naselje Stepa Stepanovi?,generala vladimira kondica,Stan,84.0,3,CG,5,6,89000,5.728096407000001
1705,Beograd,Voždovac,Naselje Stepa Stepanovi?,generala stefanika,Stan,65.0,2,CG,VPR,7,84500,5.362646034
1706,Beograd,Voždovac,Naselje Stepa Stepanovi?,generala stefanika,Stan,65.0,2,CG,VPR,7,84500,5.362646034
1707,Beograd,Voždovac,Konjarnik,glasinacka,Stan,58.0,1.5,CG,5,5,53500,4.346785758999999
1708,Beograd,Voždovac,Konjarnik,glasinacka,Stan,58.0,1.5,CG,5,5,53500,4.346785758999999
1709,Beograd,Voždovac,Šumice,glasinacka,Stan,71.0,2,CG,1,6,82000,4.346785758999999
1710,Beograd,Voždovac,Konjarnik,glasinacka,Stan,56.0,1.5,CG,5,5,55000,4.346785758999999
1711,Beograd,Voždovac,Šumice,glasinacka,Stan,44.0,1,CG,PR,6,49800,4.346785758999999
1712,Beograd,Voždovac,Konjarnik,glasinacka,Stan,52.0,1.5,CG,5,5,56000,4.346785758999999
1713,Beograd,Zvezdara,U?iteljsko naselje,glasinacka,Stan,59.0,2,CG,PR,6,63000,4.346785758999999
1714,Beograd,Zemun,Centar,glavna,Stan,74.0,3,TA,2,4,96900,4.537482026
1715,Beograd,Zemun,Centar,glavna,Stan,124.0,4,TA,2,2,120000,4.537482026
1716,Beograd,Zemun,Centar,glavna,Stan,41.0,1.5,EG,2,3,52000,4.537482026
1717,Beograd,Zemun,Centar,glavna,Stan,62.0,2.5,TA,1,2,65500,4.537482026
1718,Beograd,Zemun,Centar,glavna,Stan,115.0,4.5,TA,1,1,210000,4.537482026
1719,Beograd,Zemun,Centar,glavna,Stan,74.0,3,TA,2,4,96900,4.537482026
1720,Beograd,Zemun,Centar,glavna,Stan,62.0,2.5,TA,1,2,65500,4.537482026
1721,Beograd,Zemun,Centar,glavna,Stan,102.0,4,TA,3,4,89000,4.537482026
1722,Beograd,Novi Beograd,Stari Merkator,goce delceva,Stan,45.0,2,CG,17,19,72000,4.195375021
1723,Beograd,Novi Beograd,Stari Merkator,goce delceva,Stan,45.0,2,CG,17,19,72000,4.195375021
1724,Beograd,Novi Beograd,Hotel Jugoslavija,goce delceva,Stan,78.0,2.5,CG,8,9,99000,4.195375021
1725,Beograd,Novi Beograd,Hotel Jugoslavija,goce delceva,Stan,70.0,3,CG,8,9,108000,4.195375021
1726,Beograd,Novi Beograd,Hotel Jugoslavija,goce delceva,Stan,78.0,2.5,CG,8,9,99000,4.195375021
1727,Beograd,Novi Beograd,Hotel Jugoslavija,goce delceva,Stan,70.0,4,CG,8,9,108000,4.195375021
1728,Beograd,Rakovica,Skojevsko naselje,godominska,Stan,33.0,1,EG,2,3,32900,5.500323116000001
1729,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,56.0,3,CG,7,7,110800,1.712938075
1730,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,71.0,2.5,CG,5,6,166004,1.712938075
1731,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,70.0,3,CG,6,7,142500,1.712938075
1732,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,77.0,3,CG,6,7,178000,1.712938075
1733,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,56.0,3,CG,7,7,110800,1.712938075
1734,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,70.0,3,CG,6,7,140000,1.712938075
1735,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,77.0,3,CG,6,7,178000,1.712938075
1736,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,71.0,2.5,CG,5,6,166004,1.712938075
1737,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,70.0,3,CG,6,7,140000,1.712938075
1738,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,77.0,3,CG,5,7,178000,1.712938075
1739,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,77.0,3,CG,6,7,155000,1.712938075
1740,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,77.0,3,CG,6,7,155000,1.712938075
1741,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,75.0,3,CG,5,7,137000,1.712938075
1742,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,77.0,3,CG,5,7,178000,1.712938075
1743,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,70.0,3,CG,6,7,142500,1.712938075
1744,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,70.0,3,CG,6,7,133000,1.712938075
1745,Beograd,Vra?ar,Kaleni? pijaca,golsvordijeva,Stan,70.0,3,CG,6,7,133000,1.712938075
1746,Beograd,Vra?ar,Crveni krst,golubacka,Stan,85.0,3,CG,6,7,240000,2.704334121
1747,Beograd,Zvezdara,Vukov Spomenik,golubacka,Stan,52.0,2,CG,4,4,100000,2.704334121
1748,Beograd,Novi Beograd,Ledine,golubinacka,Stan,53.0,2.5,TA,1,1,30000,2.704334121
1749,Beograd,Novi Beograd,Ledine,golubinacka,Stan,53.0,2.5,TA,1,1,30000,2.704334121
1750,Beograd,Zemun,Kalvarija,gorana kovacica,Stan,72.0,2.5,Gas,VPR,2,80000,5.30481293
1751,Beograd,Voždovac,Autokomanda,gornjacka,Stan,46.0,2.5,TA,1,2,50000,0.7576838109999999
1752,Beograd,Voždovac,Autokomanda,gornjacka,Stan,46.0,2.5,TA,1,2,50000,0.7576838109999999
1753,Beograd,Zemun,Save Kova?evi?a,gornjogradska,Stan,50.0,2.5,CG,1,3,57900,5.7845775370000005
1754,Beograd,Zemun,Gornji grad,gornjogradska,Stan,42.0,1.5,EG,3,3,44000,5.7845775370000005
1755,Beograd,Zemun,Save Kova?evi?a,gornjogradska,Stan,68.0,2.5,CG,PR,3,72000,5.7845775370000005
1756,Beograd,Zemun,Save Kova?evi?a,gornjogradska,Stan,42.0,1.5,EG,PTK,2,44000,5.7845775370000005
1757,Beograd,Zemun,Save Kova?evi?a,gornjogradska,Stan,42.0,1.5,EG,PTK,2,44000,5.7845775370000005
1758,Beograd,Stari grad,Centar,gospodar jevremova,Stan,83.0,3,CG,1,9,170000,0.31919376899999996
1759,Beograd,Stari grad,Dor?ol,gospodar jevremova,Stan,83.0,3.5,CG,1,9,170000,0.31919376899999996
1760,Beograd,Stari grad,Centar,gospodar jevremova,Stan,83.0,3,CG,1,9,170000,0.31919376899999996
1761,Beograd,Stari grad,Dor?ol,gospodar jevremova,Stan,82.0,3,CG,1,9,169000,0.31919376899999996
1762,Beograd,Stari grad,Dor?ol,gospodar jevremova,Stan,83.0,3,CG,1,9,170000,0.31919376899999996
1763,Beograd,Stari grad,Francuska,gospodar jevremova,Stan,112.0,3.5,CG,1,5,365000,0.31919376899999996
1764,Beograd,Stari grad,Francuska,gospodar jevremova,Stan,112.0,3.5,CG,1,5,365000,0.31919376899999996
1765,Beograd,Stari grad,Centar,gospodar jevremova,Stan,102.0,3.5,CG,1,6,365000,0.31919376899999996
1766,Beograd,Stari grad,Francuska,gospodar jevremova,Stan,102.0,3.5,CG,1,4,365000,0.31919376899999996
1767,Beograd,Stari grad,Studentski trg,gospodar jevremova,Stan,101.0,4,CG,3,4,249000,0.31919376899999996
1768,Beograd,Stari grad,Kalemegdan,gospodar jovanova,Stan,25.0,0.5,CG,2,6,67000,0.45555752299999996
1769,Beograd,Stari grad,Dor?ol,gospodar jovanova,Stan,82.0,3,EG,3,3,144000,0.45555752299999996
1770,Beograd,Stari grad,Dor?ol,gospodar jovanova,Stan,120.0,4,EG,VPR,3,255000,0.45555752299999996
1771,Beograd,Stari grad,Dor?ol,gospodar jovanova,Stan,52.0,2,EG,6,6,93600,0.45555752299999996
1772,Beograd,Vra?ar,Neimar,gospodara vucica,Stan,51.0,2.5,CG,3,3,91900,2.945033418
1773,Beograd,Vra?ar,Neimar,gospodara vucica,Stan,51.0,2.5,CG,3,3,91900,2.945033418
1774,Beograd,Voždovac,Lekino brdo,gospodara vucica,Stan,91.0,4,CG,1,3,150000,2.945033418
1775,Beograd,Vra?ar,Južni bulevar,gospodara vucica,Stan,35.0,1.5,CG,1,4,64500,2.945033418
1776,Beograd,Vra?ar,Gospodara Vu?i?a,gospodara vucica,Stan,73.0,3,TA,VPR,6,72000,2.945033418
1777,Beograd,Vra?ar,SC Vra?ar,gospodara vucica,Stan,66.0,3.5,EG,1,4,115011,2.945033418
1778,Beograd,Vra?ar,Južni bulevar,gospodara vucica,Stan,88.0,3.5,CG,2,4,129900,2.945033418
1779,Beograd,Vra?ar,Neimar,gospodara vucica,Stan,79.0,3,CG,1,4,131000,2.945033418
1780,Beograd,Voždovac,Lekino brdo,gospodara vucica,Stan,46.0,2,TA,SUT,3,46900,2.945033418
1781,Beograd,Zvezdara,Cvetkova pijaca,gospodara vucica,Stan,35.0,1.5,CG,VPR,5,50000,2.945033418
1782,Beograd,Vra?ar,Južni bulevar,gospodara vucica,Stan,63.0,2,CG,VPR,4,96000,2.945033418
1783,Beograd,Zvezdara,Cvetkova pijaca,gospodara vucica,Stan,177.0,4,EG,7,7,250000,2.945033418
1784,Beograd,Voždovac,Šumice,gospodara vucica,Stan,66.0,3,EG,1,5,95000,2.945033418
1785,Beograd,Voždovac,Vojislava Ili?a,gospodara vucica,Stan,46.0,1.5,TA,SUT,3,48000,2.945033418
1786,Beograd,Vra?ar,Južni bulevar,gospodara vucica,Stan,88.0,3.5,CG,2,4,129900,2.945033418
1787,Beograd,Vra?ar,Južni bulevar,gospodara vucica,Stan,57.0,2.5,CG,2,2,108870,2.945033418
1788,Beograd,Voždovac,Šumice,gospodara vucica,Stan,69.0,3,EG,5,6,103000,2.945033418
1789,Beograd,Voždovac,Lekino brdo,gospodara vucica,Stan,91.0,4,CG,1,4,135000,2.945033418
1790,Beograd,Zvezdara,Lion,gospodara vucica,Stan,34.0,1,CG,VPR,4,50000,2.945033418
1791,Beograd,Voždovac,Lekino brdo,gospodara vucica,Stan,46.0,2,TA,SUT,3,46900,2.945033418
1792,Beograd,Zvezdara,Cvetkova pijaca,gospodara vucica,Stan,35.0,1.5,CG,VPR,5,50000,2.945033418
1793,Beograd,Voždovac,Lekino brdo,gospodara vucica,Stan,59.0,2,CG,2,4,92000,2.945033418
1794,Beograd,Zvezdara,Cvetkova pijaca,gospodara vucica,Stan,88.0,4,CG,1,7,135000,2.945033418
1795,Beograd,Zvezdara,Lion,gospodara vucica,Stan,34.0,1,CG,VPR,4,50000,2.945033418
1796,Beograd,Voždovac,Šumice,gospodara vucica,Stan,66.0,3,EG,1,5,95000,2.945033418
1797,Beograd,Zemun,Centar,gospodska,Stan,67.0,3,TA,1,3,89000,4.538247308
1798,Beograd,Zemun,Centar,gospodska,Stan,173.0,5,TA,1,1,170000,4.538247308
1799,Beograd,Zemun,Centar,gospodska,Stan,173.0,5,TA,1,1,170000,4.538247308
1800,Beograd,Zemun,Centar,gospodska,Stan,67.0,3,TA,1,3,89000,4.538247308
1801,Beograd,Voždovac,Vitanova?ka,gostivarska,Stan,118.0,3,EG,2,2,145000,3.375635752
1802,Beograd,Voždovac,Vitanova?ka,gostivarska,Stan,118.0,3,EG,2,2,145000,3.375635752
1803,Beograd,Voždovac,Saobra?ajni fakultet,gostivarska,Stan,80.0,3.5,CG,3,6,102000,3.375635752
1804,Beograd,Rakovica,Labudovo brdo,gocka,Stan,95.0,3.5,CG,4,6,84000,3.147461925
1805,Beograd,Rakovica,Labudovo brdo,gocka,Stan,90.0,3.5,CG,5,6,71500,3.147461925
1806,Beograd,Rakovica,Petlovo brdo,gocka,Stan,94.0,3.5,CG,3,6,73900,3.147461925
1807,Beograd,Rakovica,Labudovo brdo,gocka,Stan,174.0,5,CG,1,1,145000,3.147461925
1808,Beograd,Rakovica,Labudovo brdo,gocka,Stan,94.0,3.5,CG,3,6,74900,3.147461925
1809,Beograd,Rakovica,Labudovo brdo,gocka,Stan,90.0,4,CG,4,6,84000,3.147461925
1810,Beograd,Rakovica,Labudovo brdo,gocka,Stan,91.0,3.5,CG,4,5,82000,3.147461925
1811,Beograd,Rakovica,Petlovo brdo,gocka,Stan,86.0,3,CG,1,2,59900,3.147461925
1812,Beograd,Rakovica,Labudovo brdo,gocka,Stan,90.0,3.5,CG,5,6,71500,3.147461925
1813,Beograd,Rakovica,Petlovo brdo,gocka,Stan,94.0,3.5,CG,3,6,73900,3.147461925
1814,Beograd,Rakovica,Labudovo brdo,gocka,Stan,91.0,3.5,CG,4,5,82000,3.147461925
1815,Beograd,Rakovica,Labudovo brdo,gocka,Stan,95.0,3.5,CG,4,6,84000,3.147461925
1816,Beograd,Rakovica,Labudovo brdo,gocka,Stan,90.0,3.5,CG,5,6,71500,3.147461925
1817,Beograd,Rakovica,Labudovo brdo,gocka,Stan,94.0,3.5,CG,1,6,82000,3.147461925
1818,Beograd,Rakovica,Petlovo brdo,gocka,Stan,62.0,3,CG,PR,6,59000,3.147461925
1819,Beograd,Vra?ar,?ubura,grahovska,Stan,45.0,1.5,CG,1,4,72000,2.275573634
1820,Beograd,Vra?ar,Južni bulevar,grahovska,Stan,40.0,1.5,EG,1,4,70500,2.275573634
1821,Beograd,Novi Beograd,Hotel Jugoslavija,gramsijeva,Stan,84.0,3,CG,2,5,149000,3.8672420869999997
1822,Beograd,Vra?ar,Hram svetog Save,granicarska,Stan,132.0,5,CG,VPR,2,187000,1.927882742
1823,Beograd,Vra?ar,Hram svetog Save,granicarska,Stan,125.0,5,CG,VPR,3,185000,1.927882742
1824,Beograd,Vra?ar,Hram svetog Save,granicarska,Stan,125.0,5,CG,VPR,3,185000,1.927882742
1825,Beograd,Vra?ar,Hram svetog Save,granicarska,Stan,125.0,5+,CG,VPR,2,185000,1.927882742
1826,Beograd,Vra?ar,SC Vra?ar,grcica milenka,Stan,55.0,2,CG,14,20,62000,3.02705896
1827,Beograd,Vra?ar,SC Vra?ar,grcica milenka,Stan,55.0,2,CG,14,20,62000,3.02705896
1828,Beograd,Palilula,Krnja?a,grge andrijanovica,Stan,55.0,2,TA,PR,1,42000,3.452366244
1829,Beograd,Palilula,Krnja?a,grge andrijanovica,Stan,55.0,2,TA,PR,1,42000,3.452366244
1830,Beograd,Palilula,Krnja?a,grge andrijanovica,Stan,45.0,1.5,TA,1,3,30000,3.452366244
1831,Beograd,Palilula,Krnja?a,grge andrijanovica,Stan,45.0,1.5,TA,1,3,30000,3.452366244
1832,Beograd,Palilula,Krnja?a,grge andrijanovica,Stan,42.0,2,TA,1,3,27000,3.452366244
1833,Beograd,Palilula,Krnja?a,grge andrijanovica,Stan,42.0,1.5,TA,PR,3,35000,3.452366244
